Date;S&P
29/08/2022;4030.6100
30/08/2022;3986.1600
31/08/2022;3955.0000
01/09/2022;3966.8500
02/09/2022;3924.2600
06/09/2022;3908.1900
07/09/2022;3979.8700
08/09/2022;4006.1800
09/09/2022;4067.3600
12/09/2022;4110.4100
13/09/2022;3932.6900
14/09/2022;3946.0100
15/09/2022;3901.3500
16/09/2022;3873.3300
19/09/2022;3899.8900
20/09/2022;3855.9300
21/09/2022;3789.9300
22/09/2022;3757.9900
23/09/2022;3693.2300
26/09/2022;3655.0400
27/09/2022;3647.2900
28/09/2022;3719.0400
29/09/2022;3640.4700
30/09/2022;3585.6200
03/10/2022;3678.4300
04/10/2022;3790.9300
05/10/2022;3783.2800
06/10/2022;3744.5200
07/10/2022;3639.6600
10/10/2022;3612.3900
11/10/2022;3588.8400
12/10/2022;3577.0300
13/10/2022;3669.9100
14/10/2022;3583.0700
17/10/2022;3677.9500
18/10/2022;3719.9800
19/10/2022;3695.1600
20/10/2022;3665.7800
21/10/2022;3752.7500
24/10/2022;3797.3400
25/10/2022;3859.1100
26/10/2022;3830.6000
27/10/2022;3807.3000
28/10/2022;3901.0600
31/10/2022;3871.9800
01/11/2022;3856.1000
02/11/2022;3759.6900
03/11/2022;3719.8900
04/11/2022;3770.5500
07/11/2022;3806.8000
08/11/2022;3828.1100
09/11/2022;3748.5700
10/11/2022;3956.3700
11/11/2022;3992.9300
14/11/2022;3957.2500
15/11/2022;3991.7300
16/11/2022;3958.7900
17/11/2022;3946.5600
18/11/2022;3965.3400
21/11/2022;3949.9400
22/11/2022;4003.5800
23/11/2022;4027.2600
25/11/2022;4026.1200
28/11/2022;3963.9400
29/11/2022;3957.6300
30/11/2022;4080.1100
01/12/2022;4076.5700
02/12/2022;4071.7000
05/12/2022;3998.8400
06/12/2022;3941.2600
07/12/2022;3933.9200
08/12/2022;3963.5100
09/12/2022;3934.3800
12/12/2022;3990.5600
13/12/2022;4019.6500
14/12/2022;3995.3200
15/12/2022;3895.7500
16/12/2022;3852.3600
19/12/2022;3817.6600
20/12/2022;3821.6200
21/12/2022;3878.4400
22/12/2022;3822.3900
23/12/2022;3844.8200
27/12/2022;3829.2500
28/12/2022;3783.2200
29/12/2022;3849.2800
30/12/2022;3839.5000
31/12/2022;3839.5000
03/01/2023;3824.1400
04/01/2023;3852.9700
05/01/2023;3808.1000
06/01/2023;3895.0800
09/01/2023;3892.0900
10/01/2023;3919.2500
11/01/2023;3969.6100
12/01/2023;3983.1700
13/01/2023;3999.0900
17/01/2023;3990.9700
18/01/2023;3928.8600
19/01/2023;3898.8500
20/01/2023;3972.6100
23/01/2023;4019.8100
24/01/2023;4016.9500
25/01/2023;4016.2200
26/01/2023;4060.4300
27/01/2023;4070.5600
30/01/2023;4017.7700
31/01/2023;4076.6000
01/02/2023;4119.2100
02/02/2023;4179.7600
03/02/2023;4136.4800
06/02/2023;4111.0800
07/02/2023;4164.0000
08/02/2023;4117.8600
09/02/2023;4081.5000
10/02/2023;4090.4600
13/02/2023;4137.2900
14/02/2023;4136.1300
15/02/2023;4147.6000
16/02/2023;4090.4100
17/02/2023;4079.0900
21/02/2023;3997.3400
22/02/2023;3991.0500
23/02/2023;4012.3200
24/02/2023;3970.0400
27/02/2023;3982.2400
28/02/2023;3970.1500
01/03/2023;3951.3900
02/03/2023;3981.3500
03/03/2023;4045.6400
06/03/2023;4048.4200
07/03/2023;3986.3700
08/03/2023;3992.0100
09/03/2023;3918.3200
10/03/2023;3861.5900
